County,Precinct,Reg_Voters,DEM_Votes,REP_Votes,OTHR_Votes
Charleston,St. Andrews 28,2852,705.6359939885695,503.7381261449691,0.3858577806705451
Charleston,St. Andrews 29,3277,918.7304180576937,706.9890741153799,1.4433576252655598
Charleston,St. Andrews 30,2120,519.0239506506898,343.9694345818143,0.2868227542151317
Charleston,St. Andrews 31,1163,303.24427104092086,279.3620058578538,0.15734663356235762
Charleston,St. Andrews 32,1135,342.734520749308,346.7642963445091,3.153558408506686
Charleston,St. Andrews 33,700,166.7437572903221,207.94273783361794,0.09470562639178876
Charleston,St. Andrews 34,2301,567.2476936071873,638.297485364507,1.3113109233250084
Charleston,St. Andrews 35,1761,472.8453665546532,543.4845161785731,0.2382522972513429
Charleston,St. Andrews 36,1605,453.86247207280996,488.5829917470811,0.21714647194117281
Charleston,St. Andrews 37,3969,980.7571038361264,811.4753235166137,1.5369809016414422
Charleston,North Charleston 1,824,331.8583657246077,61.01830853557311,0.1114820516383342
Charleston,North Charleston 2,465,156.6797816285711,36.53339013233192,0.06291159467454539
Charleston,North Charleston 3,1202,337.7399946613817,398.5873869657268,1.1626230898899002
Charleston,North Charleston 4,1129,469.1967171153909,105.42193002022093,1.1527466459947564
Charleston,North Charleston 5,1606,586.9521060117961,134.64005280112917,0.2172817656931611
Charleston,North Charleston 6,1256,510.5802273666351,89.66868388432019,0.1699289524972667
Charleston,North Charleston 7,1379,426.6052018619346,110.68719353222734,0.18657008399182387
Charleston,North Charleston 8,905,310.11871478248787,155.6402539134632,0.12244084554938404
Charleston,North Charleston 9,1468,511.58262243170407,235.7656273425016,1.19861122791878
Charleston,North Charleston 10,1280,440.7314419023033,149.03814918147282,0.17317600254498516
Charleston,North Charleston 11,880,295.87786630783353,179.21372756226253,0.1190585017496773
Charleston,North Charleston 12,921,319.5528578062667,210.5532307782316,3.1246055455811965
Charleston,North Charleston 13,828,266.21690148055245,79.24655275176522,0.11202322664628729
Charleston,North Charleston 14,600,225.78036339170467,95.23663242881537,0.08117625119296179
Charleston,North Charleston 15,1230,418.24974495299455,122.18509647907152,0.16641131494557168
Charleston,North Charleston 16,913,313.8357862943773,112.09674234584739,0.1235231955652902
Charleston,North Charleston 17,768,221.83886514138197,63.82288950888368,0.1039056015269911
Charleston,North Charleston 18,1618,566.0277132796302,212.32478544970547,2.21890529071702
Charleston,North Charleston 19,993,377.0065014132712,109.66162666968944,0.1343466957243518
Charleston,North Charleston 20,724,224.8949718259903,194.31220313077054,0.09795267643950724
Charleston,North Charleston 21,1270,406.83510251244155,198.46753864099256,1.1718230650251025
Charleston,North Charleston 22,1352,473.18508550930784,200.14654507293065,1.1829171526881406
Charleston,North Charleston 23,1931,630.0831361823028,365.18489536673746,0.2612522350893487
Charleston,North Charleston 24,2446,835.2446147601827,306.57133820147067,0.3309285173633076
Charleston,North Charleston 25,620,258.57304217142814,72.37785350977589,1.0838821262327272
Charleston,North Charleston 26,398,155.67430771649742,48.7102995111142,0.05384691329133132
Charleston,North Charleston 27,1005,332.0821086811053,127.34635931826575,1.135970220748211
Charleston,North Charleston 28,782,256.09374028718844,68.62174426555603,0.10579971405482688
Charleston,North Charleston 29,798,261.5278833109672,124.53472113032444,1.1079644140866391
Charleston,North Charleston 30,1745,686.4112235308744,265.5715393138047,1.2360875972195307
Cherokee,Allens,988,69.63992965045068,411.3956848088942,0.06205835243867969
Cherokee,Alma Mill,1629,348.2210985835872,356.8477434753934,1.1023209070066895
Cherokee,Antioch and Kings Creek,1232,101.7129487139223,555.6067648629125,0.07738450425551961
Cherokee,Ashworth,1117,99.37935366351559,545.3228541817155,0.07016111303036965
Cherokee,Blacksburg Ward No. 1,911,140.40787035583054,311.8577620049622,0.057221820922709714
Cherokee,Blacksburg Ward No. 2,1315,138.11893470682452,557.4203699632549,2.0825979083571498
Cherokee,Draytonville,1487,194.1048333909111,581.3232624603498,0.09340158914606954
Cherokee,Ezells and Butler,1325,138.4088125372947,590.879840457272,2.0832260293332494
Cherokee,Gaffney Ward No. 1,727,168.07411827517979,97.40350491504664,0.045664394962469775
Cherokee,Gaffney Ward No. 2,1135,378.9011337583619,143.14990107094627,1.0712917307873497
Cherokee,Gaffney Ward No. 3,1037,385.0603310197544,116.64709022957823,1.0651361452215697
Cherokee,Gaffney Ward No. 4,1332,334.6117270186238,332.2014698030841,0.08366571401651958
Cherokee,Gaffney Ward No. 5,1056,224.61109889764768,320.5200841682108,0.06632957507615966
Cherokee,Gaffney Ward No. 6,1085,181.45174460601112,416.85254860086053,0.06815112590684966
Cherokee,Grassy Pond,2044,241.25102854809836,913.915768977105,1.1283879275148394
Cherokee,Goucher and Thicketty,1121,117.49530479570365,495.5066423793223,0.07041236142080964
Cherokee,Holly Grove-Buffalo,1246,115.1187776765805,517.2500235545366,1.0782638736220596
Cherokee,Limestone Mill,827,160.97289657988128,165.9982098552181,1.0519456047234697
Cherokee,Littlejohn's and Sarratt's,347,34.05876071731416,183.94362614239503,0.021795797870669893
Cherokee,Macedonia,1350,170.13350711347005,596.028516692315,2.0847963317734997
Cherokee,Morgan,1099,109.85757356866932,534.4958072924845,0.06903049527338966
Cherokee,Musgrove Mill,1348,208.07553154737602,487.9366225935115,0.08467070757827957
Cherokee,Ninety Nine and Cherokee Falls,853,68.72657893910367,401.1928331396627,1.0535787192613297
Cherokee,Pleasant Grove,902,250.1469803084074,259.4442385603467,0.05665651204421972
Cherokee,Pleasant Meadows,726,245.04513049213278,126.35755786564492,1.0456015828648597
Cherokee,Timber Ridge,881,87.53823686442009,435.4793505229107,0.05533745799440972
Cherokee,White Plains,1258,116.4666310731447,539.8013881473572,1.0790176187933795
Cherokee,Wilkinsville and Metcalf,521,33.10263496749474,282.9384127382934,0.03272510285480983
Cherokee,Woods,942,103.306491630288,452.28212053641533,0.059168995948619706
Chester,Baldwin Mill,1089,289.1612548156302,185.86075949367088,1.054485415520088
Chester,Baton Rouge,660,111.30985140341221,261.5822784810127,0.03302146395156852
Chester,Beckhamville,862,274.9531695602141,298.7180667433832,0.04312803322159404
Chester,Blackstock,630,152.4321308850753,204.37399309551208,0.031520488317406316
Chester,Edgemoor,982,233.4640516335618,440.5512082853855,0.04913193575824286
Chester,Eureka Mill,1447,429.5687196677841,252.2796317606444,0.07239705808775704
Chester,Fort Lawn,1335,332.55856306599287,458.7686996547756,0.06679341572021814
Chester,Halsellville,189,65.82963926552259,60.61219792865363,0.009456146495221895
Chester,Hazelwood,716,146.8149297043078,261.83774453394705,0.035823285135337966
Chester,Lowrys,928,178.08415470055536,377.37629459148445,0.04643017961675089
Chester,Richburg,1231,328.0491319357582,435.5799769850403,0.06159003352178916
Chester,Rodman,1225,281.67358783209085,460.33831990794016,0.06128983839495672
Chester,Rossville,384,80.03482263471257,167.46605293440737,0.01921248811727623
Chester,Wilksburg,498,178.17016060439286,147.05753739930955,0.02491619552709261
Chester,Chester Ward 1,1482,476.7593936058438,217.68929804372843,1.074148196327613
Chester,Chester Ward 2,924,319.8337919647771,112.21518987341773,0.04623004953219593
Chester,Chester Ward 3,1392,340.12623205083304,262.0644418872267,0.06964526942512633
Chester,Chester Ward 4,1024,302.0928603592335,149.2428078250863,0.05123330164606994
Chester,Chester Ward 5,932,179.3345174363336,279.53739930955123,0.04663030970130585
Chester,Lando/Lansford,961,212.14964727072598,382.7054085155351,0.04808125281432932
Chester,Great Falls,1096,282.5993896032421,249.1426927502877,0.05483564316805924
Chesterfield,ANGELUS-CARARRH,586,125.15240908546565,209.93014250928107,0.023392279749311403
Chesterfield,BAY SPRINGS,364,41.2755578619616,136.8951738453555,0.014530358069538143
Chesterfield,BLACK CREEK,380,51.7711867789709,94.33012654185461,0.015169055127539818
Chesterfield,BROCKS MILL,1583,400.0362859766077,280.0331324098838,0.06319109017604088
Chesterfield,CASH,1038,293.1539259909784,228.21755618538182,0.04143547163785877
Chesterfield,CENTER GROVE-WINZO,944,233.24210610354876,194.66220909344935,0.037683126422098916
Chesterfield,CHERAW NO. 1,1350,285.8186898726598,366.6991337671151,0.05389006426889146
Chesterfield,CHERAW NO. 2,991,235.6980160472636,201.9398826394156,0.039559299029978845
Chesterfield,CHERAW NO. 3,1752,504.2713664125185,228.62732026665603,1.0699373278511837
Chesterfield,CHERAW NO. 4,1293,341.05301185581413,250.1496147858369,1.0516147059997605
Chesterfield,COURTHOUSE,1859,304.58588479501816,533.536066424494,0.0742086144265698
Chesterfield,DUDLEY-MANGUM,761,102.57335036525488,285.68743762724046,0.03037802882120474
Chesterfield,GRANTS MILL,1120,210.69402419065108,341.44668875493994,0.04470879406011736
Chesterfield,JEFFERSON,1595,362.4080076643647,460.3593469322582,0.06367011296954213
Chesterfield,MCBEE,1544,334.82819049139755,472.97293521216716,1.0616342660971618
Chesterfield,MIDDENDORF,700,71.68376511915692,279.02918047183744,0.027942996287573352
Chesterfield,MT. GROGHAN,347,52.748952137639215,144.43303660532513,0.01385174244541136
Chesterfield,OUSLEYDALE,679,65.03325216558221,255.45830505768234,0.02710470639894615
Chesterfield,PAGELAND NO. 1,1669,376.7002914055327,443.37100315356673,1.0666240868627999
Chesterfield,PAGELAND NO. 2,1456,290.1022314478464,402.5806953814219,0.05812143227815257
Chesterfield,PATRICK,658,142.3827392120075,182.8874296435272,0.02626641651031895
Chesterfield,PEE DEE,270,30.363737974531958,106.33982675342301,0.010778012853778293
Chesterfield,RUBY,972,207.10945670831504,254.42337631232286,0.03880084627360185
Chesterfield,SHILOH,595,103.43120035128338,209.17480340106184,1.0237515468444374
Chesterfield,SNOW HILL-VAUGHN,545,74.88235998562931,166.81557622450202,0.021755618538182107
Clarendon,Alcolu,890,284.47958013583843,226.90429566904825,0.0392520067037135
Clarendon,Barrineau,449,76.6644173943724,238.65396489371085,0.01980241686513187
Clarendon,Barrows Mill,146,39.49889741554203,62.36632266031578,0.006439093234541766
Clarendon,Bloomville,477,115.63680867954486,126.066684308018,0.02103731145805769
Clarendon,Calvary,543,250.64315956602275,74.3966657845991,0.023948134427097114
Clarendon,Davis Station,1893,499.9548822439799,517.5099232601217,0.08348769515744905
Clarendon,Harmony,649,195.8957837170327,174.74481785304755,0.028623092528887714
Clarendon,Hicks,570,103.50939401958189,245.75893093410954,0.025138925641704155
Clarendon,Home Branch,349,78.04873423304225,156.60853841404253,0.015392079033253948
Clarendon,Jordan,2474,470.6320014113081,745.8238511069948,1.1091117579606597
Clarendon,Manning No. 1,681,201.29280232865835,127.35935432654142,0.030034400635088648
Clarendon,Manning No. 2,1035,309.8723207197671,233.22016406456734,0.04564699655993649
Clarendon,Manning No. 3,1508,326.08450207285875,404.0850313133986,0.06650789450471906
Clarendon,Manning No. 4,1643,544.4156743406545,168.89635706095086,0.07246185057775426
Clarendon,Manning No. 5,1073,292.9062803210726,226.13742612684132,1.04732292493605
Clarendon,New Zion,436,134.28437858339947,176.99805945135398,0.019229072946987738
Clarendon,Paxville,963,362.2290288436094,193.58745699920615,0.04247155332098439
Clarendon,Panola,240,108.47763958719239,38.109023551204025,0.010584810796507013
Clarendon,Sardina-Gable,308,149.69630413689688,78.5399135573785,0.013583840522183999
Clarendon,Summerton No. 1,2306,544.7976537002735,604.347534621152,0.10170239040310487
Clarendon,Summerton No. 2,433,146.9659080885596,53.84669665696392,0.0190967628120314
Clarendon,Summerton No. 3,1062,389.7385551733263,126.58242921407779,0.04683778777454353
Clarendon,Turbeville,991,238.20142012878188,398.00017641351326,0.04370644791391021
Clarendon,Wilson Foreston,1295,399.47309693922557,241.33827291170502,0.05711387492281909
Clarendon,Oakdale,260,101.60077621945841,82.11810884713769,0.011466878362882597
Colleton,BELLS,268,88.65722801788375,111.91687365457858,0.08875641662526909
Colleton,CANADYS,510,137.5342771982116,156.31942374565324,0.16890213611525087
Colleton,COTTAGEVILLE,1426,308.4821162444113,487.9009769829442,1.4722636198046035
Colleton,EDISTO,322,116.43144560357675,65.13893028647126,0.1066401722139427
Colleton,GREEN POND,834,332.1795827123696,160.65176353700946,0.2762046696472926
Colleton,HENDERSONVILLE,1022,329.28241430700444,219.8322569961914,0.33846663354860074
Colleton,HORSE PEN,579,135.9124441132638,211.9920516641828,0.19175360158966717
Colleton,HUDSON MILL,537,115.42138599105812,196.9304520615996,0.17784401390958768
Colleton,JACKSONBORO,326,148.8591654247392,66.5257492962411,0.10796489485014076
Colleton,MAPLE CANE,876,173.67064083457524,333.7133631395926,1.290114257327372
Colleton,MASHAWVILLE,755,236.73211624441132,189.01208809405531,1.2500413975823812
Colleton,PEEPLES,1081,279.59128166915053,329.53783739029643,0.35800629243252197
Colleton,PETITS,221,57.631520119225044,62.37175028978308,0.07319092564994205
Colleton,PENIEL,883,198.41915052160954,228.39029640668986,0.29243252194071867
Colleton,RITTER,690,206.78166915052162,109.72627918529558,0.22851465474416294
Colleton,ROUND O,912,221.52011922503726,285.1947342275211,0.3020367610531545
Colleton,RICE PATCH,557,115.55998509687035,165.86454711044874,0.1844676270905779
Colleton,RUFFIN,258,81.58792846497764,90.949826130154,0.08544461003477397
Colleton,SIDNEYS,504,95.89269746646796,189.73919523099852,0.16691505216095381
Colleton,STOKES,636,126.00745156482861,252.50422255340288,0.21063089915548933
Colleton,SNIDERS,563,109.20156482861401,173.4447756251035,0.186454711044875
Colleton,WALTERBORO NO. 1,1183,291.49813710879283,287.4017221394271,1.3917867196555722
Colleton,WALTERBORO NO. 2,1152,311.1833084947839,210.4038748137109,0.38152011922503726
Colleton,WALTERBORO NO. 3,1370,433.4940387481371,190.4855108461666,0.45371750289783075
Colleton,WALTERBORO NO. 4,1193,290.56743666169893,338.36876966385165,0.3950985262460672
Colleton,WILLIAMS,267,82.55029806259314,95.82016890213612,0.08842523596621957
Colleton,WOLF CREEK,362,59.70864381520119,146.00712038416955,0.11988739857592316
Colleton,EDISTO BEACH,1038,230.99329359165426,490.37953303527075,1.343765524093393
Colleton,WALTERBORO NO. 5,1408,301.55737704918033,472.1602914389799,0.4663023679417122
Colleton,ASHTON-LODGE,460,89.18777943368107,130.48418612353038,0.1523431031627753
Colleton,BEREA-SMOAKS,891,342.2745901639344,207.1639344262295,0.29508196721311475
Colleton,WALTERBORO NO. 6,1072,272.628912071535,234.6674946183143,1.3550256665010765
Darlington,ANTIOCH,1664,399.68890669557635,552.9428955244986,0.0
Darlington,AUBURN,663,283.5010487615187,97.06318493554241,0.0
Darlington,BETHEL,697,206.78315382621196,188.55360467582665,0.0
Darlington,BLACK CREEK-CLYDE,1088,208.02736207018455,424.69343168909523,0.0
Darlington,BURNT BRANCH,650,153.6284791779595,256.49331856425727,0.0
Darlington,DARLINGTON NO. 1,364,111.43194833965732,75.95625839598407,0.0
Darlington,DARLINGTON NO. 2,1476,447.07020810256654,221.7017510782211,1.0
Darlington,DARLINGTON NO. 4,1449,400.25794819825126,236.51818246093657,1.0
Darlington,DARLINGTON NO. 5,1699,630.0381324974664,114.47715113949707,0.0
Darlington,DOVESVILLE,1450,501.32506893544814,311.5620183356508,0.0
Darlington,HARTSVILLE NO. 1,1184,314.47095284108315,476.90167566166247,1.0
Darlington,HARTSVILLE NO. 4,910,272.07987084914333,154.89064598996018,1.0
Darlington,HARTSVILLE NO. 5,2286,553.4380052320238,714.2088095967571,0.0
Darlington,HARTSVILLE NO. 6,1596,552.1246965661899,78.96205604393013,0.0
Darlington,HARTSVILLE NO. 7,1064,247.41646437745987,288.6413706959534,0.0
Darlington,HARTSVILLE NO. 8,2473,443.9895830878367,1093.4061181683203,2.0
Darlington,HIGH HILL,2442,709.908840234734,600.0472060521788,1.0
Darlington,INDIAN BRANCH,607,122.74228747849449,220.60837595154487,0.0
Darlington,KELLEYTOWN,1764,308.40098041526244,840.3264829959228,1.0
Darlington,LAKE SWAMP,1223,349.08866159176074,370.6112747755179,0.0
Darlington,LAMAR NO. 1,806,271.0993141806698,167.331715019679,0.0
Darlington,LAMAR NO. 2,1458,370.862034833023,509.9127053333648,0.0
Darlington,LYDIA,650,273.6284791779595,132.49331856425727,0.0
Darlington,MECHANICSVILLE,1633,454.6081638424737,416.5839834083571,0.0
Darlington,NEW MARKET,960,128.43590770898635,441.08243972567226,0.0
Darlington,OATES,916,239.4825952723245,339.1536612382456,0.0
Darlington,PALMETTO,1803,553.01868916594,480.03608210977825,0.0
Darlington,SOCIETY HILL,757,323.8103980580236,152.18375715868115,0.0
Darlington,SWIFT CREEK,866,199.12655841248144,319.96186750253355,0.0
Darlington,DARLINGTON NO. 3,2650,602.8699535716811,711.1650679927411,0.0
Darlington,DARLINGTON NO. 6,1567,390.1781951874808,373.69081567721713,0.0
Darlington,HARTSVILLE NO. 9,1616,413.46711131012705,508.838773538215,0.0
Dillon,East Dillon,1992,242.69578556434683,743.5367350234135,0.10721782657839496
Dillon,West Dillon,2316,490.00775068625865,194.0818666236073,0.12465687066042305
Dillon,South Dillon,1766,446.1078098928898,132.57624199364875,0.09505355508907906
Dillon,Latta,2592,599.4957209752947,597.3610528015502,0.13951235265622478
Dillon,New Holly,353,59.413962000107645,114.30997362613704,0.01899994617578987
Dillon,Lake View,1137,282.20587760374616,351.98708218956887,0.06119812691748749
Dillon,Kemper,462,130.55595026642985,100.1847246891652,0.02486678507992895
Dillon,Gaddy's Mill,217,37.2459766402928,67.72312826309275,0.011679853598148448
Dillon,Mt. Calvary,1964,570.6317885785027,277.79826686043384,0.10571074869476291
Dillon,Bermuda,279,56.60196996609075,81.35830776683352,0.01501695462619086
Dillon,Pleasant Hill,195,35.40997900855805,55.1429032778944,0.010495720975294687
Dillon,Hamer,876,158.28790569998387,208.10350395607944,0.04715000807363152
Dillon,Oakland,934,267.49189945637545,171.633188007966,0.05027181226115507
Dillon,Carolina,337,80.80596372248237,42.88799181872006,0.01813875881371441
Dillon,Little Rock,682,221.91592658377738,104.98697454114861,0.036708111308466546
Dillon,Minturn,196,63.44797890090963,46.16927714085796,0.010549545185424404
Dillon,Oak Grove,896,162.04790354701544,254.63098121535066,0.048226492276225844
Dillon,Manning,385,71.6299585553582,83.15393724097099,0.020722320899940794
Dillon,Floydale,624,99.71193282738577,240.45729048926208,0.033586307120943
Dillon,Fork,376,65.28795952419398,183.91657247429893,0.020237903008773345
Dorchester,Rosinville,1262,344.1976149914821,341.95292746346274,1.138298614224374
Dorchester,St. George No. 2,773,162.87223168654174,206.10983591858692,0.08471064088386782
Dorchester,St. George No. 1,1151,265.9028960817717,273.76768582444186,2.126134473036652
Dorchester,Grover,804,222.35093696763204,227.5579664664216,0.0881078334678263
Dorchester,Reevesville,931,270.40885860306645,260.49063032367974,0.10202536437630136
Dorchester,Harleyville,644,132.7189097103918,209.08374428404915,0.07057393626029868
Dorchester,Four Hole,980,253.74616695059626,325.7796108670313,0.10739512039610669
Dorchester,Rosses,957,228.64906303236796,332.70519142831523,0.10487462267252459
Dorchester,Ridgeville,772,200.82453151618398,221.0631220299471,0.08460105402632077
Dorchester,Givhans,925,177.12265758091993,335.21034699184077,0.10136784323101906
Dorchester,Delemars,616,309.3833049403748,125.77575540213395,0.06750550424898134
Dorchester,Saul Dam,477,69.75298126064736,151.28252488119787,0.05227293104994172
Dorchester,Coastal,1168,339.7137989778535,209.56182193131895,1.1279974496149516
Dorchester,Trolley,1344,316.10902896081774,250.78346633192862,1.147284736543232
Dorchester,Tranquil,744,122.48892674616695,197.75513314803192,0.08153262201500344
Dorchester,Beech Hill,1316,244.77342419080068,482.47547745001344,1.1442163045319147
Dorchester,Flowertown,1713,281.71039182282794,513.0208912400251,0.1877222869780926
Dorchester,Knightsville,1308,238.39182282793865,352.1017663408948,0.1433396096715383
Dorchester,Clemson,1688,256.5178875638842,539.8530440240294,1.1849826155394163
Dorchester,Germantown,1410,276.2572402044293,430.8665829821573,1.1545174691413371
Dorchester,Greenwave,1224,213.38500851788757,266.1777996951493,0.1341343136375863
Dorchester,Newington,1166,241.618398637138,479.4683941540393,1.1277782758998576
Dorchester,Carolina,1889,478.10562180579217,432.2425356406348,0.20700957390637298
Dorchester,Dorchester,1207,231.57410562180578,338.3836635882722,0.13227133705928648
Dorchester,Archdale,1240,332.14821124361157,265.9252219133865,0.13588770335833905
Dorchester,Stallsville,1020,204.65417376490632,400.6481664126244,1.1117785946979886
Dorchester,Indian Field,590,170.14310051107324,99.56119429749843,0.0646562459527581
Dorchester,Spann,1303,291.1533219761499,490.86819689769567,1.142791675383803
Dorchester,North Summerville,462,119.03747870528109,136.58181655160047,0.050629128186736004
Dorchester,Tupperway,911,164.45485519591142,229.55635255088316,0.09983362722536039
Dorchester,Irongate,712,144.9625212947189,224.26028871155742,0.07802584257349791
Dorchester,Greenhurst,1076,263.3253833049404,280.26414417645475,0.11791545872062326
Dorchester,Ashborough East,987,258.0800681431005,234.1066080875101,0.10816222839893601
Dorchester,Ashborough West,542,88.85349233390119,179.3189276427867,0.05939607679049982
Dorchester,Ashley River,2303,638.8534923339012,667.5820855375235,0.25237853293085066
Dorchester,Windsor,964,300.98296422487226,275.03218864879403,1.1056417306753539
Dorchester,Bacons Bridge,2067,437.5962521294719,593.5576078185242,1.2265160345497474
Dorchester,Brandymill,695,153.15161839863714,203.46615260468036,0.0761628659951981
Dorchester,Briarwood,1280,286.0562180579216,308.79377745897966,1.140271177660221
Dorchester,Butternut,1911,431.1550255536627,610.270241190711,1.2094204847724082
Dorchester,Central,1398,289.6848381601363,466.30601631847935,0.1532024268507726
Dorchester,Coosaw,2519,612.1567291311754,621.6722854837263,1.2760492941610129
Dorchester,Cypress,2573,543.732538330494,666.1948354702771,2.2819669844685535
Dorchester,King's Grant,1664,497.37308347529813,548.7319106966736,0.18235253095828727
Dorchester,Lincoln,1687,457.47018739352643,271.8063301353896,0.18487302868186936
Dorchester,Miles/Jamison,2023,435.4974446337308,573.5021967183718,1.2216942128176773
Dorchester,Oakbrook,2720,719.7444633730835,654.0617771003317,2.2980762525279697
Dorchester,Patriot,1529,477.9335604770017,193.4255357302968,0.16755830518943582
Dorchester,Sawmill Branch,1420,301.7342419080068,494.33372186855553,1.1556133377168076
Dorchester,Coastal 2,1602,396.41567291311753,471.8356496010042,0.1755581457903703
Dorchester,Coastal 3,720,176.34412265758093,198.63399982067605,0.07890253743387429
Dorchester,Archdale 2,1478,388.5008517887564,379.04312740966554,1.1619693754545364
Dorchester,Ashborough East 2,888,160.35775127768312,384.48193311216716,1.0973131295017784
Dorchester,Ashborough West 2,1193,241.90630323679727,466.7296691473146,2.130737121053628
Dorchester,Beech Hill 2,1620,312.27427597955705,559.6764995965211,4.177530709226217
Dorchester,Brandymill 2,1253,283.76831345826236,335.5325024657043,0.13731233250645067
Dorchester,Briarwood 2,929,198.31345826235093,283.3972025464001,1.1018061906612073
Dorchester,Briarwood 3,744,146.48892674616695,268.7551331480319,0.08153262201500344
Dorchester,Central 2,1400,294.7802385008518,382.399444095759,1.1534216005658666
Dorchester,Clemson 2,2236,435.6575809199319,588.4522549986551,6.245036213475198
Dorchester,Clemson 3,1579,320.31856899488923,352.76123016228814,1.1730376480667881
Dorchester,Coosaw 2,2260,577.8023850085178,482.57338832601096,0.24766629805632767
Dorchester,Dorchester 2,1035,213.36967632027256,386.3488747422218,1.1134223975611943
Dorchester,Flowertown 2,1456,283.45144804088585,344.01542185958937,0.15955846458850134
Dorchester,Givhans 2,1044,250.79897785349232,334.7692997399803,0.11440867927911773
Dorchester,Indian Field 2,862,218.1175468483816,194.2673720075316,1.094463871205555
Dorchester,Irongate 2,491,94.42078364565587,118.93651932215548,0.05380714705560039
Dorchester,Irongate 3,630,132.0511073253833,206.42974984309154,0.06903972025464
Dorchester,King's Grant 2,1838,446.67291311754684,513.8601273200036,0.20142064417147354
Dorchester,Newington 2,742,120.39352640545144,275.66170537075226,1.0813134482999094
Dorchester,North Summerville 2,1368,456.25383304940374,213.9045996592845,0.14991482112436116
Dorchester,Ridgeville 2,694,197.10391822827938,177.41943871604053,0.07605327913765106
Dorchester,Tranquil 2,1390,386.3032367972743,335.9323052093607,2.152325731990396
Dorchester,Tupperway 2,1033,200.27427597955707,237.25544696494217,1.1132032238461003
Dorchester,Tranquil 3,1278,330.9608177172061,242.7003496817,1.140052003945127
Dorchester,Bacons Bridge 2,720,140.34412265758093,186.63399982067605,0.07890253743387429
Dorchester,Coosaw 3,1555,323.17376490630323,421.6400968349323,0.17040756348565905
Dorchester,Cypress 2,789,140.63543441226577,228.85725813682416,0.08646403060462057
Dorchester,Flowertown 3,1309,276.4395229982964,302.14848022953464,0.14344919652908533
Dorchester,Oakbrook 2,1421,348.7819420783646,333.38043575719536,1.1557229245743548
Dorchester,Windsor 2,755,284.0136286201022,161.26898592307003,0.08273807744802096
Edgefield,Edgefield No.1,890,201.12461528798443,321.1183342754852,0.1677030337290371
Edgefield,Edgefield No.2,1171,364.8448589912694,439.6792915017901,0.22065196909741852
Edgefield,Johnston No.1,1345,400.8175365868978,285.6956849444131,2.25343885434332
Edgefield,Johnston No.2,1241,384.2591545757176,332.30657622008664,1.2338420953457696
Edgefield,Trenton No.1,1085,290.4215815589473,323.2229131335971,1.204446956849444
Edgefield,Merriweather No.1,2455,405.81565228314804,1118.2140569059732,1.4625965705671755
Edgefield,Westside,880,89.49400163306325,516.6001507443,0.16581872997927266
Edgefield,Harmony,814,163.3319515105835,362.18013943847745,0.15338232523082723
Edgefield,North Side,428,149.9902644306262,134.17825513472772,0.08064820048991897
Edgefield,Brunson,565,190.6296715030463,130.27736951196533,0.10646316186169211
Edgefield,Merriweather No.2,3101,502.55329439105583,1260.688713020539,0.5843225928019598
Edgefield,Trenton No.2,1946,603.7174172476604,411.8385151686452,1.3666855097041644
Fairfield,BLACKSTOCK,60,31.974982130092922,7.5303788420300215,0.003898888816687244
Fairfield,BLAIRS,430,226.65403859899928,53.13438170121515,0.027942036519591915
Fairfield,CENTERVILLE,267,66.13867047891351,115.2601858470336,0.017350055234258237
Fairfield,FEASTERVILLE,283,130.46533238027163,58.9349535382416,0.018389758918708168
Fairfield,GREENBRIER,1785,711.0057183702645,317.2787705503931,0.11599194229644551
Fairfield,GLADDE3N GROVE,63,20.22373123659757,25.656897784131523,0.004093833257521606
Fairfield,JENKINSVILLE,523,302.3652609006433,69.05646890636169,0.033985314185457145
Fairfield,HOREB-GLENN,337,162.94281629735525,33.21229449606862,0.021898758853726687
Fairfield,HICKORY RIDGE,902,371.7905646890636,181.04002859185132,1.058613295210865
Fairfield,LEBANON,692,228.37812723373838,218.18370264474623,0.04496718435245955
Fairfield,MITFORD,742,267.5239456754825,224.29235167977126,0.04821625836636559
Fairfield,MONTICELLO,538,242.60900643316654,85.68906361686919,0.034960036389628954
Fairfield,NEW HOPE,66,21.472480343102216,28.783416726233025,0.004288777698355968
Fairfield,RIDGEWAY,2123,808.0314510364547,422.53323802716227,1.1379556826304502
Fairfield,SIMPSON,859,340.2251608291637,224.2265904217298,0.055819091558905715
Fairfield,SOUTH WINNSBORO,725,288.1143674052895,87.57541100786275,1.0471115732016376
Fairfield,WINNSBORO MILLS,750,204.18727662616155,157.62973552537528,0.048736110208590554
Fairfield,WINNSBORO NO. 1,1425,559.1558255897069,191.096497498213,1.092598609396322
Fairfield,WINNSBORO NO. 2,1063,373.14010007147965,249.82987848463188,0.06907531353564234
Fairfield,WHITE OAK,253,125.97784131522516,46.66976411722659,0.016440314510364547
Fairfield,WOODARD,132,68.94496068620442,16.566833452466046,0.008577555396711936
Fairfield,DUTCHMANS CREEK,1371,313.6783416726233,594.819156540386,0.08908960946130352
Florence,Back Swamp,557,109.37737354770567,176.06257481516255,1.0196103743692055
Florence,Brookgreen,602,260.39708954348083,99.41053866917028,0.021194695458279546
Florence,Cartersville,767,203.46938152798967,262.0197394671987,1.0270038727848845
Florence,Claussen,1927,445.31094941908225,668.545029926065,0.0678441497476822
