lbl_SanpshotDate,,,,,,,,
Report Data as of 10/25/2020,,,,,,,,
,,,,,,,,
CountyName,RegisteredPrecinctID,PrecinctName,RaceTotal3,RaceName,RaceTotal,Textbox13,RaceTotal1,RaceTotal2
County: 08-BERKELEY,86,North Creek,545,Hispanic,19,County Total,"145,345","3,507"
County: 08-BERKELEY,86,North Creek,545,Native American,1,County Total,"145,345",435
County: 08-BERKELEY,86,North Creek,545,Multiple,4,County Total,"145,345",802
County: 08-BERKELEY,86,North Creek,545,Other,2,County Total,"145,345","1,022"
County: 08-BERKELEY,86,North Creek,545,Unknown,2,County Total,"145,345",285
County: 08-BERKELEY,87,Boulder Bluff,"2,211",Black/AA,864,County Total,"145,345","36,576"
County: 08-BERKELEY,87,Boulder Bluff,"2,211",White,"1,188",County Total,"145,345","99,924"
County: 08-BERKELEY,87,Boulder Bluff,"2,211",Asian,45,County Total,"145,345","2,794"
County: 08-BERKELEY,87,Boulder Bluff,"2,211",Hispanic,72,County Total,"145,345","3,507"
County: 08-BERKELEY,87,Boulder Bluff,"2,211",Native American,6,County Total,"145,345",435
County: 08-BERKELEY,87,Boulder Bluff,"2,211",Multiple,16,County Total,"145,345",802
County: 08-BERKELEY,87,Boulder Bluff,"2,211",Other,17,County Total,"145,345","1,022"
County: 08-BERKELEY,87,Boulder Bluff,"2,211",Unknown,3,County Total,"145,345",285
County: 08-BERKELEY,88,Bushy Park,48,Black/AA,,County Total,"145,345","36,576"
County: 08-BERKELEY,88,Bushy Park,48,White,47,County Total,"145,345","99,924"
County: 08-BERKELEY,88,Bushy Park,48,Asian,1,County Total,"145,345","2,794"
County: 08-BERKELEY,88,Bushy Park,48,Hispanic,,County Total,"145,345","3,507"
County: 08-BERKELEY,88,Bushy Park,48,Native American,,County Total,"145,345",435
County: 08-BERKELEY,88,Bushy Park,48,Multiple,,County Total,"145,345",802
County: 08-BERKELEY,88,Bushy Park,48,Other,,County Total,"145,345","1,022"
County: 08-BERKELEY,88,Bushy Park,48,Unknown,,County Total,"145,345",285
County: 08-BERKELEY,89,Cane Bay East,"1,826",Black/AA,51,County Total,"145,345","36,576"
County: 08-BERKELEY,89,Cane Bay East,"1,826",White,"1,756",County Total,"145,345","99,924"
County: 08-BERKELEY,89,Cane Bay East,"1,826",Asian,8,County Total,"145,345","2,794"
County: 08-BERKELEY,89,Cane Bay East,"1,826",Hispanic,3,County Total,"145,345","3,507"
County: 08-BERKELEY,89,Cane Bay East,"1,826",Native American,2,County Total,"145,345",435
County: 08-BERKELEY,89,Cane Bay East,"1,826",Multiple,,County Total,"145,345",802
County: 08-BERKELEY,89,Cane Bay East,"1,826",Other,3,County Total,"145,345","1,022"
County: 08-BERKELEY,89,Cane Bay East,"1,826",Unknown,3,County Total,"145,345",285
County: 08-BERKELEY,90,Cane Bay North,"1,385",Black/AA,148,County Total,"145,345","36,576"
County: 08-BERKELEY,90,Cane Bay North,"1,385",White,"1,174",County Total,"145,345","99,924"
County: 08-BERKELEY,90,Cane Bay North,"1,385",Asian,29,County Total,"145,345","2,794"
County: 08-BERKELEY,90,Cane Bay North,"1,385",Hispanic,21,County Total,"145,345","3,507"
County: 08-BERKELEY,90,Cane Bay North,"1,385",Native American,,County Total,"145,345",435
County: 08-BERKELEY,90,Cane Bay North,"1,385",Multiple,5,County Total,"145,345",802
County: 08-BERKELEY,90,Cane Bay North,"1,385",Other,6,County Total,"145,345","1,022"
County: 08-BERKELEY,90,Cane Bay North,"1,385",Unknown,2,County Total,"145,345",285
County: 08-BERKELEY,91,Cane Bay South,"1,844",Black/AA,310,County Total,"145,345","36,576"
County: 08-BERKELEY,91,Cane Bay South,"1,844",White,"1,372",County Total,"145,345","99,924"
County: 08-BERKELEY,91,Cane Bay South,"1,844",Asian,43,County Total,"145,345","2,794"
County: 08-BERKELEY,91,Cane Bay South,"1,844",Hispanic,69,County Total,"145,345","3,507"
County: 08-BERKELEY,91,Cane Bay South,"1,844",Native American,11,County Total,"145,345",435
County: 08-BERKELEY,91,Cane Bay South,"1,844",Multiple,17,County Total,"145,345",802
County: 08-BERKELEY,91,Cane Bay South,"1,844",Other,17,County Total,"145,345","1,022"
County: 08-BERKELEY,91,Cane Bay South,"1,844",Unknown,5,County Total,"145,345",285
County: 08-BERKELEY,92,Cobblestone,"1,393",Black/AA,524,County Total,"145,345","36,576"
County: 08-BERKELEY,92,Cobblestone,"1,393",White,763,County Total,"145,345","99,924"
County: 08-BERKELEY,92,Cobblestone,"1,393",Asian,16,County Total,"145,345","2,794"
County: 08-BERKELEY,92,Cobblestone,"1,393",Hispanic,54,County Total,"145,345","3,507"
County: 08-BERKELEY,92,Cobblestone,"1,393",Native American,3,County Total,"145,345",435
County: 08-BERKELEY,92,Cobblestone,"1,393",Multiple,16,County Total,"145,345",802
County: 08-BERKELEY,92,Cobblestone,"1,393",Other,13,County Total,"145,345","1,022"
County: 08-BERKELEY,92,Cobblestone,"1,393",Unknown,4,County Total,"145,345",285
County: 08-BERKELEY,93,Fifty-two,"1,337",Black/AA,561,County Total,"145,345","36,576"
County: 08-BERKELEY,93,Fifty-two,"1,337",White,680,County Total,"145,345","99,924"
County: 08-BERKELEY,93,Fifty-two,"1,337",Asian,24,County Total,"145,345","2,794"
County: 08-BERKELEY,93,Fifty-two,"1,337",Hispanic,47,County Total,"145,345","3,507"
County: 08-BERKELEY,93,Fifty-two,"1,337",Native American,4,County Total,"145,345",435
County: 08-BERKELEY,93,Fifty-two,"1,337",Multiple,6,County Total,"145,345",802
County: 08-BERKELEY,93,Fifty-two,"1,337",Other,10,County Total,"145,345","1,022"
County: 08-BERKELEY,93,Fifty-two,"1,337",Unknown,5,County Total,"145,345",285
County: 08-BERKELEY,94,Horseshoe,"1,253",Black/AA,382,County Total,"145,345","36,576"
County: 08-BERKELEY,94,Horseshoe,"1,253",White,813,County Total,"145,345","99,924"
County: 08-BERKELEY,94,Horseshoe,"1,253",Asian,7,County Total,"145,345","2,794"
County: 08-BERKELEY,94,Horseshoe,"1,253",Hispanic,32,County Total,"145,345","3,507"
County: 08-BERKELEY,94,Horseshoe,"1,253",Native American,6,County Total,"145,345",435
County: 08-BERKELEY,94,Horseshoe,"1,253",Multiple,8,County Total,"145,345",802
County: 08-BERKELEY,94,Horseshoe,"1,253",Other,4,County Total,"145,345","1,022"
County: 08-BERKELEY,94,Horseshoe,"1,253",Unknown,1,County Total,"145,345",285
County: 08-BERKELEY,95,Live Oak,"1,582",Black/AA,82,County Total,"145,345","36,576"
County: 08-BERKELEY,95,Live Oak,"1,582",White,"1,445",County Total,"145,345","99,924"
County: 08-BERKELEY,95,Live Oak,"1,582",Asian,7,County Total,"145,345","2,794"
County: 08-BERKELEY,95,Live Oak,"1,582",Hispanic,26,County Total,"145,345","3,507"
County: 08-BERKELEY,95,Live Oak,"1,582",Native American,8,County Total,"145,345",435
County: 08-BERKELEY,95,Live Oak,"1,582",Multiple,6,County Total,"145,345",802
County: 08-BERKELEY,95,Live Oak,"1,582",Other,6,County Total,"145,345","1,022"
County: 08-BERKELEY,95,Live Oak,"1,582",Unknown,2,County Total,"145,345",285
County: 08-BERKELEY,96,Macedonia 2,196,Black/AA,,County Total,"145,345","36,576"
County: 08-BERKELEY,96,Macedonia 2,196,White,194,County Total,"145,345","99,924"
County: 08-BERKELEY,96,Macedonia 2,196,Asian,1,County Total,"145,345","2,794"
County: 08-BERKELEY,96,Macedonia 2,196,Hispanic,,County Total,"145,345","3,507"
County: 08-BERKELEY,96,Macedonia 2,196,Native American,,County Total,"145,345",435
County: 08-BERKELEY,96,Macedonia 2,196,Multiple,,County Total,"145,345",802
County: 08-BERKELEY,96,Macedonia 2,196,Other,1,County Total,"145,345","1,022"
County: 08-BERKELEY,96,Macedonia 2,196,Unknown,,County Total,"145,345",285
County: 08-BERKELEY,97,Nexton,"1,657",Black/AA,164,County Total,"145,345","36,576"
County: 08-BERKELEY,97,Nexton,"1,657",White,"1,386",County Total,"145,345","99,924"
County: 08-BERKELEY,97,Nexton,"1,657",Asian,38,County Total,"145,345","2,794"
County: 08-BERKELEY,97,Nexton,"1,657",Hispanic,45,County Total,"145,345","3,507"
County: 08-BERKELEY,97,Nexton,"1,657",Native American,3,County Total,"145,345",435
County: 08-BERKELEY,97,Nexton,"1,657",Multiple,8,County Total,"145,345",802
County: 08-BERKELEY,97,Nexton,"1,657",Other,11,County Total,"145,345","1,022"
County: 08-BERKELEY,97,Nexton,"1,657",Unknown,2,County Total,"145,345",285
County: 08-BERKELEY,100,Sedgefield 3,590,Black/AA,156,County Total,"145,345","36,576"
County: 08-BERKELEY,100,Sedgefield 3,590,White,321,County Total,"145,345","99,924"
County: 08-BERKELEY,100,Sedgefield 3,590,Asian,81,County Total,"145,345","2,794"
County: 08-BERKELEY,100,Sedgefield 3,590,Hispanic,17,County Total,"145,345","3,507"
County: 08-BERKELEY,100,Sedgefield 3,590,Native American,1,County Total,"145,345",435
County: 08-BERKELEY,100,Sedgefield 3,590,Multiple,1,County Total,"145,345",802
County: 08-BERKELEY,100,Sedgefield 3,590,Other,13,County Total,"145,345","1,022"
County: 08-BERKELEY,100,Sedgefield 3,590,Unknown,,County Total,"145,345",285
County: 08-BERKELEY,101,Wildcat Trail,323,Black/AA,47,County Total,"145,345","36,576"
County: 08-BERKELEY,101,Wildcat Trail,323,White,257,County Total,"145,345","99,924"
County: 08-BERKELEY,101,Wildcat Trail,323,Asian,4,County Total,"145,345","2,794"
County: 08-BERKELEY,101,Wildcat Trail,323,Hispanic,6,County Total,"145,345","3,507"
County: 08-BERKELEY,101,Wildcat Trail,323,Native American,2,County Total,"145,345",435
County: 08-BERKELEY,101,Wildcat Trail,323,Multiple,1,County Total,"145,345",802
County: 08-BERKELEY,101,Wildcat Trail,323,Other,4,County Total,"145,345","1,022"
County: 08-BERKELEY,101,Wildcat Trail,323,Unknown,2,County Total,"145,345",285
County: 08-BERKELEY,102,Yeamans Club,154,Black/AA,12,County Total,"145,345","36,576"
County: 08-BERKELEY,102,Yeamans Club,154,White,137,County Total,"145,345","99,924"
County: 08-BERKELEY,102,Yeamans Club,154,Asian,1,County Total,"145,345","2,794"
County: 08-BERKELEY,102,Yeamans Club,154,Hispanic,,County Total,"145,345","3,507"
County: 08-BERKELEY,102,Yeamans Club,154,Native American,,County Total,"145,345",435
County: 08-BERKELEY,102,Yeamans Club,154,Multiple,,County Total,"145,345",802
County: 08-BERKELEY,102,Yeamans Club,154,Other,4,County Total,"145,345","1,022"
County: 08-BERKELEY,102,Yeamans Club,154,Unknown,,County Total,"145,345",285
County: 09-CALHOUN,1,Bethel,947,Black/AA,222,County Total,"11,055","4,675"
County: 09-CALHOUN,1,Bethel,947,White,709,County Total,"11,055","6,193"
County: 09-CALHOUN,1,Bethel,947,Asian,3,County Total,"11,055",22
County: 09-CALHOUN,1,Bethel,947,Hispanic,7,County Total,"11,055",87
County: 09-CALHOUN,1,Bethel,947,Native American,2,County Total,"11,055",15
County: 09-CALHOUN,1,Bethel,947,Multiple,1,County Total,"11,055",17
County: 09-CALHOUN,1,Bethel,947,Other,3,County Total,"11,055",38
County: 09-CALHOUN,1,Bethel,947,Unknown,,County Total,"11,055",8
County: 09-CALHOUN,2,Cameron,716,Black/AA,351,County Total,"11,055","4,675"
County: 09-CALHOUN,2,Cameron,716,White,356,County Total,"11,055","6,193"
County: 09-CALHOUN,2,Cameron,716,Asian,3,County Total,"11,055",22
County: 09-CALHOUN,2,Cameron,716,Hispanic,2,County Total,"11,055",87
County: 09-CALHOUN,2,Cameron,716,Native American,,County Total,"11,055",15
County: 09-CALHOUN,2,Cameron,716,Multiple,,County Total,"11,055",17
County: 09-CALHOUN,2,Cameron,716,Other,4,County Total,"11,055",38
County: 09-CALHOUN,2,Cameron,716,Unknown,,County Total,"11,055",8
County: 09-CALHOUN,3,Center Hill,"1,176",Black/AA,564,County Total,"11,055","4,675"
County: 09-CALHOUN,3,Center Hill,"1,176",White,590,County Total,"11,055","6,193"
County: 09-CALHOUN,3,Center Hill,"1,176",Asian,1,County Total,"11,055",22
County: 09-CALHOUN,3,Center Hill,"1,176",Hispanic,12,County Total,"11,055",87
County: 09-CALHOUN,3,Center Hill,"1,176",Native American,2,County Total,"11,055",15
County: 09-CALHOUN,3,Center Hill,"1,176",Multiple,,County Total,"11,055",17
County: 09-CALHOUN,3,Center Hill,"1,176",Other,6,County Total,"11,055",38
County: 09-CALHOUN,3,Center Hill,"1,176",Unknown,1,County Total,"11,055",8
County: 09-CALHOUN,4,Creston,208,Black/AA,80,County Total,"11,055","4,675"
County: 09-CALHOUN,4,Creston,208,White,122,County Total,"11,055","6,193"
County: 09-CALHOUN,4,Creston,208,Asian,,County Total,"11,055",22
County: 09-CALHOUN,4,Creston,208,Hispanic,4,County Total,"11,055",87
County: 09-CALHOUN,4,Creston,208,Native American,1,County Total,"11,055",15
County: 09-CALHOUN,4,Creston,208,Multiple,,County Total,"11,055",17
County: 09-CALHOUN,4,Creston,208,Other,,County Total,"11,055",38
County: 09-CALHOUN,4,Creston,208,Unknown,1,County Total,"11,055",8
County: 09-CALHOUN,5,Dixie,"2,164",Black/AA,"1,571",County Total,"11,055","4,675"
County: 09-CALHOUN,5,Dixie,"2,164",White,568,County Total,"11,055","6,193"
County: 09-CALHOUN,5,Dixie,"2,164",Asian,2,County Total,"11,055",22
County: 09-CALHOUN,5,Dixie,"2,164",Hispanic,10,County Total,"11,055",87
County: 09-CALHOUN,5,Dixie,"2,164",Native American,1,County Total,"11,055",15
County: 09-CALHOUN,5,Dixie,"2,164",Multiple,2,County Total,"11,055",17
County: 09-CALHOUN,5,Dixie,"2,164",Other,8,County Total,"11,055",38
County: 09-CALHOUN,5,Dixie,"2,164",Unknown,2,County Total,"11,055",8
County: 09-CALHOUN,6,Fall Branch,510,Black/AA,170,County Total,"11,055","4,675"
County: 09-CALHOUN,6,Fall Branch,510,White,329,County Total,"11,055","6,193"
County: 09-CALHOUN,6,Fall Branch,510,Asian,1,County Total,"11,055",22
County: 09-CALHOUN,6,Fall Branch,510,Hispanic,8,County Total,"11,055",87
County: 09-CALHOUN,6,Fall Branch,510,Native American,,County Total,"11,055",15
County: 09-CALHOUN,6,Fall Branch,510,Multiple,,County Total,"11,055",17
County: 09-CALHOUN,6,Fall Branch,510,Other,2,County Total,"11,055",38
County: 09-CALHOUN,6,Fall Branch,510,Unknown,,County Total,"11,055",8
County: 09-CALHOUN,7,Fort Motte,251,Black/AA,97,County Total,"11,055","4,675"
County: 09-CALHOUN,7,Fort Motte,251,White,152,County Total,"11,055","6,193"
County: 09-CALHOUN,7,Fort Motte,251,Asian,,County Total,"11,055",22
County: 09-CALHOUN,7,Fort Motte,251,Hispanic,1,County Total,"11,055",87
County: 09-CALHOUN,7,Fort Motte,251,Native American,,County Total,"11,055",15
County: 09-CALHOUN,7,Fort Motte,251,Multiple,,County Total,"11,055",17
County: 09-CALHOUN,7,Fort Motte,251,Other,1,County Total,"11,055",38
County: 09-CALHOUN,7,Fort Motte,251,Unknown,,County Total,"11,055",8
County: 09-CALHOUN,8,Lone Star,"1,089",Black/AA,427,County Total,"11,055","4,675"
County: 09-CALHOUN,8,Lone Star,"1,089",White,642,County Total,"11,055","6,193"
County: 09-CALHOUN,8,Lone Star,"1,089",Asian,2,County Total,"11,055",22
County: 09-CALHOUN,8,Lone Star,"1,089",Hispanic,10,County Total,"11,055",87
County: 09-CALHOUN,8,Lone Star,"1,089",Native American,,County Total,"11,055",15
County: 09-CALHOUN,8,Lone Star,"1,089",Multiple,3,County Total,"11,055",17
County: 09-CALHOUN,8,Lone Star,"1,089",Other,4,County Total,"11,055",38
County: 09-CALHOUN,8,Lone Star,"1,089",Unknown,1,County Total,"11,055",8
County: 09-CALHOUN,9,Midway,322,Black/AA,76,County Total,"11,055","4,675"
County: 09-CALHOUN,9,Midway,322,White,244,County Total,"11,055","6,193"
County: 09-CALHOUN,9,Midway,322,Asian,,County Total,"11,055",22
County: 09-CALHOUN,9,Midway,322,Hispanic,,County Total,"11,055",87
County: 09-CALHOUN,9,Midway,322,Native American,,County Total,"11,055",15
County: 09-CALHOUN,9,Midway,322,Multiple,1,County Total,"11,055",17
County: 09-CALHOUN,9,Midway,322,Other,,County Total,"11,055",38
County: 09-CALHOUN,9,Midway,322,Unknown,1,County Total,"11,055",8
County: 09-CALHOUN,10,Murph Mill,471,Black/AA,274,County Total,"11,055","4,675"
County: 09-CALHOUN,10,Murph Mill,471,White,187,County Total,"11,055","6,193"
County: 09-CALHOUN,10,Murph Mill,471,Asian,1,County Total,"11,055",22
County: 09-CALHOUN,10,Murph Mill,471,Hispanic,1,County Total,"11,055",87
County: 09-CALHOUN,10,Murph Mill,471,Native American,2,County Total,"11,055",15
County: 09-CALHOUN,10,Murph Mill,471,Multiple,2,County Total,"11,055",17
County: 09-CALHOUN,10,Murph Mill,471,Other,4,County Total,"11,055",38
County: 09-CALHOUN,10,Murph Mill,471,Unknown,,County Total,"11,055",8
County: 09-CALHOUN,11,Sandy Run,"1,690",Black/AA,269,County Total,"11,055","4,675"
County: 09-CALHOUN,11,Sandy Run,"1,690",White,"1,383",County Total,"11,055","6,193"
County: 09-CALHOUN,11,Sandy Run,"1,690",Asian,6,County Total,"11,055",22
County: 09-CALHOUN,11,Sandy Run,"1,690",Hispanic,19,County Total,"11,055",87
County: 09-CALHOUN,11,Sandy Run,"1,690",Native American,3,County Total,"11,055",15
County: 09-CALHOUN,11,Sandy Run,"1,690",Multiple,3,County Total,"11,055",17
County: 09-CALHOUN,11,Sandy Run,"1,690",Other,5,County Total,"11,055",38
County: 09-CALHOUN,11,Sandy Run,"1,690",Unknown,2,County Total,"11,055",8
County: 09-CALHOUN,12,St. Matthews,"1,511",Black/AA,574,County Total,"11,055","4,675"
County: 09-CALHOUN,12,St. Matthews,"1,511",White,911,County Total,"11,055","6,193"
County: 09-CALHOUN,12,St. Matthews,"1,511",Asian,3,County Total,"11,055",22
County: 09-CALHOUN,12,St. Matthews,"1,511",Hispanic,13,County Total,"11,055",87
County: 09-CALHOUN,12,St. Matthews,"1,511",Native American,4,County Total,"11,055",15
County: 09-CALHOUN,12,St. Matthews,"1,511",Multiple,5,County Total,"11,055",17
County: 09-CALHOUN,12,St. Matthews,"1,511",Other,1,County Total,"11,055",38
County: 09-CALHOUN,12,St. Matthews,"1,511",Unknown,,County Total,"11,055",8
County: 10-CHARLESTON,4,Awendaw,"1,496",Black/AA,631,County Total,"313,843","70,425"
County: 10-CHARLESTON,4,Awendaw,"1,496",White,853,County Total,"313,843","230,523"
County: 10-CHARLESTON,4,Awendaw,"1,496",Asian,2,County Total,"313,843","4,071"
County: 10-CHARLESTON,4,Awendaw,"1,496",Hispanic,5,County Total,"313,843","4,688"
County: 10-CHARLESTON,4,Awendaw,"1,496",Native American,1,County Total,"313,843",412
County: 10-CHARLESTON,4,Awendaw,"1,496",Multiple,2,County Total,"313,843","1,169"
County: 10-CHARLESTON,4,Awendaw,"1,496",Other,2,County Total,"313,843","2,068"
County: 10-CHARLESTON,4,Awendaw,"1,496",Unknown,,County Total,"313,843",487
County: 10-CHARLESTON,8,Christ Church,985,Black/AA,411,County Total,"313,843","70,425"
County: 10-CHARLESTON,8,Christ Church,985,White,559,County Total,"313,843","230,523"
County: 10-CHARLESTON,8,Christ Church,985,Asian,4,County Total,"313,843","4,071"
County: 10-CHARLESTON,8,Christ Church,985,Hispanic,4,County Total,"313,843","4,688"
County: 10-CHARLESTON,8,Christ Church,985,Native American,1,County Total,"313,843",412
County: 10-CHARLESTON,8,Christ Church,985,Multiple,1,County Total,"313,843","1,169"
County: 10-CHARLESTON,8,Christ Church,985,Other,4,County Total,"313,843","2,068"
County: 10-CHARLESTON,8,Christ Church,985,Unknown,1,County Total,"313,843",487
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",Black/AA,6,County Total,"313,843","70,425"
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",White,"1,114",County Total,"313,843","230,523"
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",Asian,8,County Total,"313,843","4,071"
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",Hispanic,3,County Total,"313,843","4,688"
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",Native American,2,County Total,"313,843",412
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",Multiple,4,County Total,"313,843","1,169"
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",Other,2,County Total,"313,843","2,068"
County: 10-CHARLESTON,10,Isle Of Palms 1A,"1,143",Unknown,4,County Total,"313,843",487
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",Black/AA,6,County Total,"313,843","70,425"
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",White,"1,474",County Total,"313,843","230,523"
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",Asian,11,County Total,"313,843","4,071"
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",Hispanic,9,County Total,"313,843","4,688"
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",Native American,4,County Total,"313,843",412
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",Multiple,7,County Total,"313,843","1,169"
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",Other,7,County Total,"313,843","2,068"
County: 10-CHARLESTON,11,Isle Of Palms 1B,"1,526",Unknown,8,County Total,"313,843",487
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",Black/AA,9,County Total,"313,843","70,425"
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",White,"1,773",County Total,"313,843","230,523"
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",Asian,13,County Total,"313,843","4,071"
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",Hispanic,6,County Total,"313,843","4,688"
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",Native American,,County Total,"313,843",412
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",Multiple,2,County Total,"313,843","1,169"
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",Other,7,County Total,"313,843","2,068"
County: 10-CHARLESTON,12,Isle Of Palms 1C,"1,812",Unknown,2,County Total,"313,843",487
County: 10-CHARLESTON,32,Sullivans Island,"1,814",Black/AA,6,County Total,"313,843","70,425"
County: 10-CHARLESTON,32,Sullivans Island,"1,814",White,"1,779",County Total,"313,843","230,523"
County: 10-CHARLESTON,32,Sullivans Island,"1,814",Asian,8,County Total,"313,843","4,071"
County: 10-CHARLESTON,32,Sullivans Island,"1,814",Hispanic,12,County Total,"313,843","4,688"
County: 10-CHARLESTON,32,Sullivans Island,"1,814",Native American,1,County Total,"313,843",412
County: 10-CHARLESTON,32,Sullivans Island,"1,814",Multiple,2,County Total,"313,843","1,169"
County: 10-CHARLESTON,32,Sullivans Island,"1,814",Other,1,County Total,"313,843","2,068"
County: 10-CHARLESTON,32,Sullivans Island,"1,814",Unknown,5,County Total,"313,843",487
County: 10-CHARLESTON,41,Unknown Obsolete,1,Black/AA,,County Total,"313,843","70,425"
County: 10-CHARLESTON,41,Unknown Obsolete,1,White,,County Total,"313,843","230,523"
County: 10-CHARLESTON,41,Unknown Obsolete,1,Asian,,County Total,"313,843","4,071"
County: 10-CHARLESTON,41,Unknown Obsolete,1,Hispanic,1,County Total,"313,843","4,688"
County: 10-CHARLESTON,41,Unknown Obsolete,1,Native American,,County Total,"313,843",412
County: 10-CHARLESTON,41,Unknown Obsolete,1,Multiple,,County Total,"313,843","1,169"
County: 10-CHARLESTON,41,Unknown Obsolete,1,Other,,County Total,"313,843","2,068"
County: 10-CHARLESTON,41,Unknown Obsolete,1,Unknown,,County Total,"313,843",487
County: 10-CHARLESTON,100,McClellanville,"1,798",Black/AA,908,County Total,"313,843","70,425"
County: 10-CHARLESTON,100,McClellanville,"1,798",White,866,County Total,"313,843","230,523"
County: 10-CHARLESTON,100,McClellanville,"1,798",Asian,5,County Total,"313,843","4,071"
County: 10-CHARLESTON,100,McClellanville,"1,798",Hispanic,3,County Total,"313,843","4,688"
County: 10-CHARLESTON,100,McClellanville,"1,798",Native American,2,County Total,"313,843",412
County: 10-CHARLESTON,100,McClellanville,"1,798",Multiple,3,County Total,"313,843","1,169"
County: 10-CHARLESTON,100,McClellanville,"1,798",Other,10,County Total,"313,843","2,068"
County: 10-CHARLESTON,100,McClellanville,"1,798",Unknown,1,County Total,"313,843",487
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",Black/AA,730,County Total,"313,843","70,425"
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",White,679,County Total,"313,843","230,523"
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",Asian,31,County Total,"313,843","4,071"
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",Hispanic,48,County Total,"313,843","4,688"
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",Native American,8,County Total,"313,843",412
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",Multiple,13,County Total,"313,843","1,169"
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",Other,24,County Total,"313,843","2,068"
County: 10-CHARLESTON,102,Deer Park 1A,"1,533",Unknown,,County Total,"313,843",487
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",Black/AA,"1,104",County Total,"313,843","70,425"
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",White,"2,274",County Total,"313,843","230,523"
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",Asian,82,County Total,"313,843","4,071"
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",Hispanic,117,County Total,"313,843","4,688"
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",Native American,13,County Total,"313,843",412
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",Multiple,32,County Total,"313,843","1,169"
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",Other,38,County Total,"313,843","2,068"
County: 10-CHARLESTON,103,Deer Park 1B,"3,666",Unknown,6,County Total,"313,843",487
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",Black/AA,"1,183",County Total,"313,843","70,425"
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",White,"1,749",County Total,"313,843","230,523"
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",Asian,68,County Total,"313,843","4,071"
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",Hispanic,79,County Total,"313,843","4,688"
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",Native American,12,County Total,"313,843",412
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",Multiple,27,County Total,"313,843","1,169"
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",Other,32,County Total,"313,843","2,068"
County: 10-CHARLESTON,104,Deer Park 2A,"3,154",Unknown,4,County Total,"313,843",487
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",Black/AA,869,County Total,"313,843","70,425"
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",White,"1,058",County Total,"313,843","230,523"
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",Asian,75,County Total,"313,843","4,071"
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",Hispanic,86,County Total,"313,843","4,688"
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",Native American,9,County Total,"313,843",412
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",Multiple,20,County Total,"313,843","1,169"
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",Other,34,County Total,"313,843","2,068"
County: 10-CHARLESTON,105,Deer Park 2B,"2,153",Unknown,2,County Total,"313,843",487
County: 10-CHARLESTON,106,Deer Park 2C,"1,132",Black/AA,369,County Total,"313,843","70,425"
